id,subscription_info_id,user_id,subscription_start,subscription_end,deactivated_at,deactivated_by_id
3549,3,15449,5/1/2021 10:50,6/1/2022 10:50,,
3550,2,9497,5/1/2021 13:01,8/7/2021 13:01,,
3551,2,20365,5/1/2021 17:11,8/7/2021 17:11,,
3553,2,23787,6/1/2021 19:51,9/7/2021 19:51,,
3560,3,28081,12/1/2021 20:36,13/1/2022 20:36,,
3561,2,69838,13/1/2021 16:02,16/7/2021 16:02,,
3563,3,18609,14/1/2021 15:17,15/1/2022 15:17,,
3564,2,29598,14/1/2021 16:44,17/7/2021 16:44,,
3566,3,29960,19/1/2021 18:50,20/1/2022 18:50,,
3569,3,60663,18/1/2021 13:19,19/1/2022 13:19,,
3574,3,8506,21/1/2021 09:06,22/1/2022 09:06,,
3575,2,63435,18/1/2021 17:42,21/7/2021 17:42,,
3583,3,61705,19/1/2021 08:45,20/1/2022 08:45,,
3584,2,24186,20/2/2021 19:27,23/8/2021 19:27,,
3585,3,9103,23/1/2021 20:17,24/1/2022 20:17,,
3586,3,16632,19/1/2021 09:53,20/1/2022 09:53,,
3588,3,64105,16/2/2021 17:46,17/2/2022 17:46,,
3590,2,73488,19/1/2021 10:55,22/7/2021 10:55,,
3591,2,18546,19/1/2021 11:33,22/7/2021 11:33,,
3592,3,67992,19/1/2021 11:54,20/1/2022 11:54,,
3595,2,51491,19/1/2021 13:03,22/7/2021 13:03,,
3596,3,11591,19/1/2021 14:06,20/1/2022 14:06,,
3597,2,29327,2/2/2021 13:43,5/8/2021 13:43,,
3599,2,15497,25/1/2021 13:47,28/7/2021 13:47,,
3602,3,70773,19/1/2021 16:00,20/1/2022 16:00,,
3605,3,42487,17/3/2021 09:43,18/3/2022 09:43,,
3606,3,44924,15/3/2021 11:27,16/3/2022 11:27,,
3609,2,44520,19/1/2021 18:45,22/7/2021 18:45,,
3610,2,16732,6/3/2021 09:04,6/9/2021 09:04,,
3612,3,79309,19/1/2021 19:52,20/1/2022 19:52,,
3613,2,38772,19/1/2021 19:55,22/7/2021 19:55,,
3615,2,38230,15/3/2021 19:57,15/9/2021 19:57,,
3616,2,16629,19/1/2021 20:36,22/7/2021 20:36,,
3619,2,23407,19/1/2021 22:25,22/7/2021 22:25,,
3623,2,53064,14/4/2021 18:26,15/10/2021 18:26,,
3628,3,50842,20/1/2021 14:32,21/1/2022 14:32,,
3629,3,81016,20/1/2021 14:33,21/1/2022 14:33,,
3633,2,45333,20/1/2021 19:16,23/7/2021 19:16,,
3634,2,9059,28/2/2021 15:33,31/8/2021 15:33,,
3638,2,15967,20/1/2021 20:12,23/7/2021 20:12,,
3639,2,23310,26/1/2021 18:07,29/7/2021 18:07,,
3642,3,57925,20/1/2021 21:16,21/1/2022 21:16,,
3644,2,62584,21/1/2021 10:12,24/7/2021 10:12,,
3645,3,36972,22/2/2021 09:56,23/2/2022 09:56,,
3646,2,9610,28/1/2021 19:41,31/7/2021 19:41,,
3648,3,7916,21/1/2021 11:01,22/1/2022 11:01,,
3652,2,84866,21/1/2021 14:04,24/7/2021 14:04,,
3654,2,38699,21/1/2021 14:27,24/7/2021 14:27,,
3655,2,16236,25/1/2021 20:56,28/7/2021 20:56,,
3656,2,74608,21/1/2021 15:57,24/7/2021 15:57,,
3657,3,16263,22/1/2021 14:57,23/1/2022 14:57,,
3659,3,22050,21/1/2021 16:56,22/1/2022 16:56,,
3666,3,39770,14/5/2021 14:25,15/5/2022 15:25,,
3669,3,39753,10/5/2021 18:38,11/5/2022 19:38,,
3670,2,64816,21/1/2021 21:26,24/7/2021 21:26,,
3673,2,76203,22/1/2021 09:45,25/7/2021 09:45,,
3675,3,26972,30/1/2021 12:36,31/1/2022 12:36,,
3676,3,21545,21/2/2021 17:43,22/2/2022 17:43,,
3679,2,38015,22/1/2021 11:12,25/7/2021 11:12,,
3681,3,21622,22/1/2021 11:57,23/1/2022 11:57,,
3684,3,10351,22/1/2021 14:34,23/1/2022 14:34,,
3686,3,50457,22/1/2021 15:06,23/1/2022 15:06,,
3692,2,19203,22/1/2021 18:01,25/7/2021 18:01,,
3697,3,47220,22/1/2021 19:33,23/1/2022 19:33,,
3698,3,10069,12/3/2021 12:44,13/3/2022 12:44,,
3706,3,54599,23/1/2021 10:41,24/1/2022 10:41,,
3707,3,13371,23/1/2021 10:44,24/1/2022 10:44,,
3708,2,84672,23/1/2021 13:25,26/7/2021 13:25,,
3710,3,56227,23/1/2021 14:04,24/1/2022 14:04,,
3711,2,41853,23/1/2021 15:14,26/7/2021 15:14,,
3714,2,29375,23/1/2021 16:11,26/7/2021 16:11,,
3719,2,20482,23/1/2021 18:49,26/7/2021 18:49,,
3721,2,24392,23/1/2021 19:16,26/7/2021 19:16,,
3726,2,39703,23/1/2021 22:25,26/7/2021 22:25,,
3728,2,47600,24/1/2021 12:01,27/7/2021 12:01,,
3729,2,11675,24/1/2021 12:34,27/7/2021 12:34,,
3730,3,22767,24/1/2021 12:54,25/1/2022 12:54,,
3733,3,9125,28/1/2021 15:10,29/1/2022 15:10,,
3734,2,39201,24/1/2021 16:57,27/7/2021 16:57,,
3735,2,56301,12/2/2021 11:46,15/8/2021 11:46,,
3736,3,23877,12/2/2021 13:09,13/2/2022 13:09,,
3737,3,35912,24/1/2021 22:01,25/1/2022 22:01,,
3738,2,13169,25/1/2021 08:02,28/7/2021 08:02,,
3754,2,51103,28/1/2021 17:04,31/7/2021 17:04,,
3755,2,31005,28/1/2021 19:36,31/7/2021 19:36,,
3758,2,60299,3/2/2021 20:00,6/8/2021 20:00,,
3759,2,20954,4/2/2021 14:03,7/8/2021 14:03,,
3760,3,36154,4/2/2021 18:25,5/2/2022 18:25,,
3761,2,10005,4/2/2021 19:01,7/8/2021 19:01,,
3763,2,48989,5/2/2021 18:26,8/8/2021 18:26,,
3766,2,36889,7/2/2021 19:04,10/8/2021 19:04,,
3767,3,40691,8/2/2021 09:05,9/2/2022 09:05,,
3768,2,9275,10/2/2021 11:31,13/8/2021 11:31,,
3769,2,68069,11/2/2021 21:28,14/8/2021 21:28,,
3771,3,11279,12/2/2021 20:18,13/2/2022 20:18,,
3773,2,26023,24/7/2021 15:51,24/1/2022 15:51,,
3783,2,62275,16/2/2021 11:09,19/8/2021 11:09,,
3785,2,77227,16/2/2021 11:40,19/8/2021 11:40,,
3788,3,11364,19/2/2021 09:14,20/2/2022 09:14,,
3795,3,64052,21/7/2021 16:14,22/7/2022 17:14,,
3796,2,25457,16/2/2021 19:52,19/8/2021 19:52,,
3797,2,28443,9/6/2021 14:51,10/12/2021 14:51,,
3798,2,81331,16/2/2021 19:58,19/8/2021 19:58,,
3800,2,54500,17/2/2021 10:06,20/8/2021 10:06,,
3802,2,15269,17/2/2021 10:43,20/8/2021 10:43,,
3807,2,87738,17/2/2021 12:36,20/8/2021 12:36,,
3810,3,78229,17/2/2021 15:34,18/2/2022 15:34,,
3814,3,10705,18/2/2021 21:31,19/2/2022 21:31,,
3816,2,9629,20/3/2021 07:49,20/9/2021 07:49,,
3817,3,21378,17/2/2021 18:57,18/2/2022 18:57,,
3819,2,43839,17/2/2021 20:30,20/8/2021 20:30,,
3820,3,27959,17/2/2021 22:14,18/2/2022 22:14,,
3822,3,41625,18/2/2021 09:07,19/2/2022 09:07,,
3826,3,29563,18/2/2021 11:21,19/2/2022 11:21,,
3829,3,43204,12/3/2021 19:56,13/3/2022 19:56,,
3830,3,10789,18/2/2021 14:25,19/2/2022 14:25,,
3833,3,11670,20/2/2021 10:23,21/2/2022 10:23,,
3836,2,8245,17/3/2021 13:00,17/9/2021 13:00,,
3838,3,22977,18/2/2021 19:42,19/2/2022 19:42,,
3839,3,7529,18/2/2021 19:56,19/2/2022 19:56,,
3840,3,26284,28/2/2021 11:53,1/3/2022 11:53,,
3841,2,29887,18/2/2021 20:12,21/8/2021 20:12,,
3847,2,10616,19/2/2021 13:13,22/8/2021 13:13,,
3850,2,25390,9/5/2021 21:29,9/11/2021 21:29,,
3855,2,87008,20/2/2021 09:09,23/8/2021 09:09,,
3858,2,13613,16/3/2021 19:53,16/9/2021 19:53,,
3860,3,8955,27/2/2021 17:55,28/2/2022 17:55,,
3864,2,27272,20/2/2021 20:55,23/8/2021 20:55,,
3866,2,17335,21/2/2021 10:03,24/8/2021 10:03,,
3868,2,31061,21/2/2021 10:53,24/8/2021 10:53,,
3870,2,11325,21/2/2021 11:51,24/8/2021 11:51,,
3875,2,28277,18/3/2021 07:55,18/9/2021 07:55,,
3880,2,52603,21/2/2021 17:00,24/8/2021 17:00,,
3882,2,24173,21/2/2021 17:56,24/8/2021 17:56,,
3884,3,63788,22/2/2021 08:59,23/2/2022 08:59,,
3886,2,15118,17/3/2021 23:33,17/9/2021 23:33,,
3887,3,47513,22/2/2021 10:26,23/2/2022 10:26,,
3888,2,15099,28/2/2021 09:49,31/8/2021 09:49,,
3889,3,89050,28/2/2021 13:56,1/3/2022 13:56,,
3890,2,34420,28/2/2021 16:45,31/8/2021 16:45,,
3894,2,41011,8/3/2021 08:51,8/9/2021 08:51,,
3895,2,38686,12/3/2021 09:00,12/9/2021 09:00,,
3897,3,9336,13/3/2021 20:45,14/3/2022 20:45,,
3899,2,9888,15/3/2021 10:21,15/9/2021 10:21,,
3900,2,31362,15/3/2021 10:35,15/9/2021 10:35,,
3902,3,21899,15/3/2021 17:11,16/3/2022 17:11,,
3903,3,11333,16/3/2021 10:37,17/3/2022 10:37,,
3904,3,62514,21/4/2021 07:56,22/4/2022 08:56,,
3910,3,39582,16/3/2021 16:28,17/3/2022 16:28,,
3911,2,27364,16/3/2021 17:09,16/9/2021 17:09,,
3915,3,88471,17/3/2021 09:11,18/3/2022 09:11,,
3920,3,47648,17/3/2021 10:01,18/3/2022 10:01,,
3923,3,66992,17/3/2021 11:04,18/3/2022 11:04,,
3925,3,47552,17/3/2021 11:39,18/3/2022 11:39,,
3926,3,37739,17/3/2021 12:20,18/3/2022 12:20,,
3927,3,40768,17/3/2021 12:25,18/3/2022 12:25,,
3928,3,45725,17/3/2021 12:36,18/3/2022 12:36,,
3929,2,86289,17/3/2021 12:57,17/9/2021 12:57,,
3930,3,29434,17/3/2021 12:58,18/3/2022 12:58,,
3934,3,75441,17/3/2021 14:41,18/3/2022 14:41,,
3940,3,41742,17/3/2021 17:24,18/3/2022 17:24,,
3941,3,9966,17/3/2021 18:55,18/3/2022 18:55,,
3945,3,9081,17/3/2021 20:43,18/3/2022 20:43,,
3947,3,71713,17/3/2021 20:44,18/3/2022 20:44,,
3949,2,83751,17/3/2021 21:51,17/9/2021 21:51,,
3951,2,68949,18/3/2021 09:52,18/9/2021 09:52,,
3952,3,22072,18/3/2021 09:52,19/3/2022 09:52,,
3953,2,46979,18/3/2021 11:32,18/9/2021 11:32,,
3954,2,19345,18/3/2021 11:37,18/9/2021 11:37,,
3955,2,73273,18/3/2021 13:13,18/9/2021 13:13,,
3960,2,64302,18/3/2021 16:47,18/9/2021 16:47,,
3961,2,64776,18/3/2021 17:37,18/9/2021 17:37,,
3962,3,52219,18/3/2021 17:59,19/3/2022 17:59,,
3964,2,72345,18/3/2021 19:09,18/9/2021 19:09,,
3965,3,8282,18/3/2021 19:53,19/3/2022 19:53,,
3970,3,40935,15/4/2021 08:51,16/4/2022 09:51,,
3973,3,10940,5/2/2023 13:36,6/2/2024 13:36,,
3974,3,50657,19/3/2021 11:07,20/3/2022 11:07,,
3985,3,49250,19/3/2021 16:29,20/3/2022 16:29,,
3986,3,10017,19/3/2021 18:17,20/3/2022 18:17,,
3989,3,16545,19/3/2021 19:15,20/3/2022 19:15,,
3993,2,18593,19/3/2021 21:47,19/9/2021 21:47,,
3996,2,49986,20/3/2021 08:40,20/9/2021 08:40,,
3999,2,59170,25/7/2021 12:38,25/1/2022 12:38,,
4001,3,30015,29/4/2021 10:42,30/4/2022 11:42,,
4003,3,7544,20/3/2021 12:56,21/3/2022 12:56,,
4014,2,7801,20/3/2021 20:59,20/9/2021 20:59,,
4019,2,36319,21/3/2021 11:24,21/9/2021 11:24,,
4020,2,75862,21/3/2021 12:58,21/9/2021 12:58,,
4021,2,8821,21/3/2021 13:40,21/9/2021 13:40,,
4022,3,41126,21/3/2021 15:21,22/3/2022 15:21,,
4025,3,7545,21/3/2021 18:31,22/3/2022 18:31,,
4026,2,19486,26/3/2021 19:09,26/9/2021 19:09,,
4030,2,45582,11/5/2021 16:25,11/11/2021 16:25,,
4032,3,44213,15/8/2021 21:07,16/8/2022 22:07,,
4034,3,58022,17/4/2021 11:20,18/4/2022 12:20,,
4039,2,82557,22/3/2021 19:03,22/9/2021 19:03,,
4042,2,27287,24/3/2021 17:43,24/9/2021 17:43,,
4043,2,54933,24/3/2021 20:05,24/9/2021 20:05,,
4044,3,86942,25/3/2021 13:08,26/3/2022 13:08,,
4049,3,58524,30/3/2021 14:52,31/3/2022 15:52,,
4050,3,9277,31/3/2021 14:29,1/4/2022 15:29,,
4051,2,74606,1/4/2021 15:49,2/10/2021 15:49,,
4056,2,28620,10/4/2021 07:35,11/10/2021 07:35,,
4057,2,92905,10/4/2021 18:35,11/10/2021 18:35,,
4058,2,83330,14/4/2021 10:13,15/10/2021 10:13,,
4059,2,9505,10/5/2021 13:48,10/11/2021 13:48,,
4060,3,17160,11/5/2021 12:06,12/5/2022 13:06,,
4061,2,39633,15/4/2021 13:34,16/10/2021 13:34,,
4063,2,27831,15/4/2021 17:11,16/10/2021 17:11,,
4067,3,42154,15/4/2021 19:13,16/4/2022 20:13,,
4069,3,66444,15/4/2021 19:37,16/4/2022 20:37,,
4072,3,9168,17/6/2021 17:55,18/6/2022 18:55,,
4076,2,52703,16/4/2021 10:12,17/10/2021 10:12,,
4077,2,9345,16/4/2021 10:16,17/10/2021 10:16,,
4078,2,8670,16/4/2021 10:26,17/10/2021 10:26,,
4079,2,73861,16/4/2021 10:27,17/10/2021 10:27,,
4081,3,66487,16/4/2021 11:53,17/4/2022 12:53,,
4086,2,54841,17/4/2021 10:22,18/10/2021 10:22,,
4088,3,28718,20/4/2021 17:29,21/4/2022 18:29,,
4089,2,46663,16/4/2021 19:48,17/10/2021 19:48,,
4090,2,20311,16/4/2021 20:53,17/10/2021 20:53,,
4092,3,28732,17/4/2021 08:53,18/4/2022 09:53,,
4093,3,48444,17/4/2021 08:55,18/4/2022 09:55,,
4094,2,28637,17/4/2021 09:37,18/10/2021 09:37,,
4095,3,57834,17/4/2021 10:54,18/4/2022 11:54,,
4096,2,64399,17/4/2021 11:02,18/10/2021 11:02,,
4101,3,43085,17/4/2021 15:41,18/4/2022 16:41,,
4106,3,74922,17/4/2021 19:27,18/4/2022 20:27,,
4109,3,57230,18/4/2021 09:48,19/4/2022 10:48,,
4112,2,90224,18/4/2021 11:11,19/10/2021 11:11,,
4114,2,81446,18/4/2021 14:02,19/10/2021 14:02,,
4119,3,43704,18/4/2021 19:38,19/4/2022 20:38,,
4120,2,29953,18/6/2021 21:18,19/12/2021 21:18,,
4123,3,39165,14/5/2021 14:25,15/5/2022 15:25,,
4125,3,58443,19/4/2021 10:37,20/4/2022 11:37,,
4127,3,45748,19/4/2021 12:11,20/4/2022 13:11,,
4130,2,16784,19/4/2021 14:23,20/10/2021 14:23,,
4131,2,66678,19/4/2021 14:46,20/10/2021 14:46,,
4132,3,55889,10/5/2021 18:36,11/5/2022 19:36,,
4133,2,33465,19/4/2021 16:20,20/10/2021 16:20,,
4136,2,65077,19/4/2021 19:45,20/10/2021 19:45,,
4141,2,52292,20/4/2021 10:32,21/10/2021 10:32,,
4142,2,25586,20/4/2021 10:48,21/10/2021 10:48,,
4149,3,16519,8/5/2021 14:48,9/5/2022 15:48,,
4150,3,7804,20/4/2021 18:26,21/4/2022 19:26,,
4154,2,33327,21/4/2021 10:48,22/10/2021 10:48,,
4163,3,59635,6/5/2021 08:11,7/5/2022 09:11,,
4165,3,30213,8/5/2021 18:31,9/5/2022 19:31,,
4168,2,66386,27/4/2021 13:53,28/10/2021 13:53,,
4169,2,9312,2/5/2021 13:20,2/11/2021 13:20,,
4175,3,38439,5/5/2021 13:27,6/5/2022 14:27,,
4177,2,56349,7/5/2021 09:02,7/11/2021 09:02,,
4178,3,19833,8/5/2021 18:24,9/5/2022 19:24,,
4179,2,69766,9/5/2021 09:02,9/11/2021 09:02,,
4180,3,94572,9/5/2021 11:05,10/5/2022 12:05,,
4183,2,82736,12/5/2021 20:41,12/11/2021 20:41,,
4184,3,20517,13/5/2021 14:44,14/5/2022 15:44,,
4186,3,51491,22/7/2021 13:03,23/7/2022 14:03,,
4188,2,30194,25/5/2021 07:14,25/11/2021 07:14,,
4189,3,8359,13/5/2021 19:01,14/5/2022 20:01,,
4190,3,41357,13/5/2021 19:52,14/5/2022 20:52,,
4193,2,16732,6/9/2021 09:04,9/3/2022 09:04,,
4194,3,18263,23/7/2021 10:17,24/7/2022 11:17,,
4199,3,19888,13/8/2021 15:42,14/8/2022 16:42,,
4200,3,41612,15/5/2021 11:05,16/5/2022 12:05,,
4201,2,49072,7/11/2021 08:01,10/5/2022 09:01,,
4203,3,44214,15/5/2021 17:51,16/5/2022 18:51,,
4205,3,49505,16/5/2021 10:14,17/5/2022 11:14,,
4208,2,24678,16/5/2021 18:06,16/11/2021 18:06,,
4209,2,44660,16/5/2021 18:11,16/11/2021 18:11,,
4210,3,9131,16/5/2021 19:14,17/5/2022 20:14,,
4215,3,88110,17/5/2021 20:04,18/5/2022 21:04,,
4217,3,51366,10/6/2021 20:49,11/6/2022 21:49,,
4218,3,96602,18/5/2021 13:05,19/5/2022 14:05,,
4220,2,71667,29/5/2021 15:53,29/11/2021 15:53,,
4224,3,55126,19/5/2021 07:52,20/5/2022 08:52,,
4225,3,8127,12/6/2021 10:14,13/6/2022 11:14,,
4228,2,81178,19/5/2021 19:39,19/11/2021 19:39,,
4229,2,34126,21/5/2021 09:12,21/11/2021 09:12,,
4230,2,33572,23/5/2021 10:48,23/11/2021 10:48,,
4231,3,42098,26/5/2021 19:17,27/5/2022 20:17,,
4235,2,11709,1/6/2021 13:19,2/12/2021 13:19,,
4237,3,16159,2/6/2021 10:24,3/6/2022 11:24,,
4238,3,34635,3/6/2021 14:58,4/6/2022 15:58,,
4239,2,71614,3/6/2021 18:39,4/12/2021 18:39,,
4240,2,19115,4/6/2021 18:32,5/12/2021 18:32,,
4241,2,85209,5/6/2021 20:54,6/12/2021 20:54,,
4244,3,27604,10/6/2021 15:51,11/6/2022 16:51,,
4251,3,97046,29/6/2021 07:49,30/6/2022 08:49,,
4252,3,54054,29/6/2021 15:29,30/6/2022 16:29,,
4253,2,7819,29/6/2021 17:41,30/12/2021 17:41,,
4254,3,26023,24/1/2022 15:51,25/1/2023 15:51,,
4256,2,57815,30/6/2021 13:41,31/12/2021 13:41,,
4257,3,7939,22/7/2021 05:47,23/7/2022 06:47,,
4258,2,44038,30/6/2021 15:18,31/12/2021 15:18,,
4262,2,40811,16/9/2021 11:50,19/3/2022 11:50,,
4267,2,11610,1/7/2021 09:51,1/1/2022 09:51,,
4269,3,46670,1/7/2021 11:35,2/7/2022 12:35,,
4271,3,83358,1/7/2021 12:30,2/7/2022 13:30,,
4272,3,46451,1/7/2021 13:08,2/7/2022 14:08,,
4276,2,64816,24/7/2021 21:26,24/1/2022 21:26,,
4277,3,19719,1/7/2021 16:17,2/7/2022 17:17,,
4283,2,7589,1/7/2021 18:51,1/1/2022 18:51,,
4284,2,26595,1/7/2021 19:14,1/1/2022 19:14,,
4286,3,10583,15/8/2021 05:23,16/8/2022 06:23,,
4287,3,69937,2/7/2021 07:49,3/7/2022 08:49,,
4289,3,70343,2/7/2021 08:36,3/7/2022 09:36,,
4293,3,36652,2/7/2021 10:23,3/7/2022 11:23,,
4295,3,9500,2/7/2021 12:00,3/7/2022 13:00,,
4298,2,23407,22/7/2021 22:25,22/1/2022 22:25,,
4299,2,38699,24/7/2021 14:27,24/1/2022 14:27,,
4303,3,19456,2/7/2021 20:34,3/7/2022 21:34,,
4304,2,38230,15/9/2021 19:57,18/3/2022 19:57,,
4306,3,24060,3/7/2021 07:29,4/7/2022 08:29,,
4307,3,8454,3/7/2021 07:31,4/7/2022 08:31,,
4308,3,95845,3/7/2021 07:57,4/7/2022 08:57,,
4317,2,13169,28/7/2021 08:02,28/1/2022 08:02,,
4318,3,81610,3/7/2021 15:35,4/7/2022 16:35,,
4320,2,86384,4/7/2021 08:59,4/1/2022 08:59,,
4323,2,46696,4/7/2021 14:20,4/1/2022 14:20,,
4324,3,61555,4/7/2021 17:28,5/7/2022 18:28,,
4327,2,62584,24/7/2021 10:12,24/1/2022 10:12,,
4330,3,32261,5/7/2021 13:10,6/7/2022 14:10,,
4334,3,43267,23/7/2021 12:00,24/7/2022 13:00,,
4335,3,30426,15/8/2021 15:04,16/8/2022 16:04,,
4336,2,18546,22/7/2021 11:33,22/1/2022 11:33,,
4338,2,29657,5/7/2021 18:51,5/1/2022 18:51,,
4341,3,10625,13/8/2021 07:46,14/8/2022 08:46,,
4343,2,74608,24/7/2021 15:57,24/1/2022 15:57,,
4346,2,22412,6/7/2021 18:16,6/1/2022 18:16,,
4348,3,59729,6/7/2021 20:00,7/7/2022 21:00,,
4354,3,36534,7/7/2021 19:10,8/7/2022 20:10,,
4355,2,32959,7/7/2021 20:09,7/1/2022 20:09,,
4358,3,41011,8/9/2021 08:51,9/9/2022 09:51,,
4359,2,15633,8/7/2021 18:22,8/1/2022 18:22,,
4361,2,25390,9/11/2021 21:29,12/5/2022 22:29,,
4363,3,34827,8/7/2021 20:46,9/7/2022 21:46,,
4365,2,9236,9/7/2021 10:09,9/1/2022 10:09,,
4368,2,20365,13/7/2021 19:45,13/1/2022 19:45,,
4369,2,23787,17/7/2021 08:18,17/1/2022 08:18,,
4371,2,29598,19/7/2021 08:18,19/1/2022 08:18,,
4373,2,69838,20/7/2021 07:14,20/1/2022 07:14,,
4375,3,60420,25/7/2021 13:19,26/7/2022 14:19,,
4376,2,35301,26/7/2021 07:59,26/1/2022 07:59,,
4377,2,59291,27/7/2021 13:05,27/1/2022 13:05,,
4378,3,24392,28/7/2021 07:22,29/7/2022 08:22,,
4383,2,44520,29/7/2021 07:02,29/1/2022 07:02,,
4384,2,84672,29/7/2021 07:30,29/1/2022 07:30,,
4385,3,59524,14/8/2021 12:15,15/8/2022 13:15,,
4390,3,26233,16/8/2021 15:42,17/8/2022 16:42,,
4392,2,39201,30/7/2021 08:09,30/1/2022 08:09,,
4398,2,28277,18/9/2021 07:55,21/3/2022 07:55,,
4399,2,23310,30/7/2021 19:25,30/1/2022 19:25,,
4400,2,100324,30/7/2021 19:48,30/1/2022 19:48,,
4401,2,87644,30/7/2021 20:51,30/1/2022 20:51,,
4402,2,73273,18/9/2021 13:13,21/3/2022 13:13,,
4405,2,20162,31/7/2021 14:03,31/1/2022 14:03,,
4409,2,48584,1/8/2021 14:25,1/2/2022 14:25,,
4410,3,17721,1/8/2021 15:21,2/8/2022 16:21,,
4413,3,49211,1/8/2021 17:59,2/8/2022 18:59,,
4414,3,36005,2/8/2021 09:52,3/8/2022 10:52,,
4415,3,41853,2/8/2021 10:21,3/8/2022 11:21,,
4416,3,73488,2/8/2021 12:00,3/8/2022 13:00,,
4424,2,37049,6/8/2021 15:25,6/2/2022 15:25,,
4426,2,38015,11/8/2021 19:48,11/2/2022 19:48,,
4427,2,10005,12/8/2021 20:13,12/2/2022 20:13,,
4428,2,47600,14/8/2021 09:13,14/2/2022 09:13,,
4429,3,35924,16/8/2021 14:32,17/8/2022 15:32,,
4430,2,62972,16/8/2021 14:59,16/2/2022 14:59,,
4431,2,29762,17/8/2021 11:38,17/2/2022 11:38,,
4432,2,100891,18/8/2021 07:02,18/2/2022 07:02,,
4433,3,59342,19/8/2021 09:27,20/8/2022 10:27,,
4435,2,87738,20/8/2021 12:36,20/2/2022 12:36,,
4438,2,10616,26/8/2021 11:30,26/2/2022 11:30,,
4440,2,29549,30/8/2021 19:29,2/3/2022 19:29,,
4441,3,11429,31/8/2021 11:01,1/9/2022 12:01,,
4443,2,28656,31/8/2021 14:02,3/3/2022 14:02,,
4447,3,73057,31/8/2021 17:06,1/9/2022 18:06,,
4449,3,24186,31/8/2021 17:37,1/9/2022 18:37,,
4450,3,36990,31/8/2021 17:51,1/9/2022 18:51,,
4451,3,62602,31/8/2021 18:19,1/9/2022 19:19,,
4452,3,9396,31/8/2021 18:44,1/9/2022 19:44,,
4453,2,60759,31/8/2021 18:53,3/3/2022 18:53,,
4454,3,71590,31/8/2021 18:54,1/9/2022 19:54,,
4456,3,29327,31/8/2021 20:19,1/9/2022 21:19,,
4458,2,61365,19/9/2021 08:12,22/3/2022 08:12,,
4462,2,31061,1/9/2021 10:15,4/3/2022 10:15,,
4463,3,38162,1/9/2021 12:08,2/9/2022 13:08,,
4468,3,9406,1/9/2021 19:55,2/9/2022 20:55,,
4469,2,72858,2/9/2021 07:35,5/3/2022 07:35,,
4470,3,9147,2/9/2021 08:18,3/9/2022 09:18,,
4472,3,50117,2/9/2021 09:54,3/9/2022 10:54,,
4473,2,83330,15/10/2021 10:13,17/4/2022 11:13,,
4474,2,42235,2/9/2021 10:29,5/3/2022 10:29,,
4475,3,29360,2/9/2021 11:06,3/9/2022 12:06,,
4477,2,18825,2/9/2021 15:00,5/3/2022 15:00,,
4478,2,22372,2/9/2021 16:21,5/3/2022 16:21,,
4480,2,26442,2/9/2021 18:31,5/3/2022 18:31,,
4482,2,24173,3/9/2021 09:18,6/3/2022 09:18,,
4485,3,77227,3/9/2021 19:35,4/9/2022 20:35,,
4491,3,24064,5/9/2021 09:04,6/9/2022 10:04,,
4492,2,15269,5/9/2021 09:21,8/3/2022 09:21,,
4493,2,17335,5/9/2021 09:24,8/3/2022 09:24,,
4500,2,88471,18/3/2022 09:11,18/9/2022 10:11,,
4501,2,9505,10/11/2021 13:48,13/5/2022 14:48,,
4507,2,52603,6/9/2021 08:51,9/3/2022 08:51,,
4511,2,9629,20/9/2021 07:49,23/3/2022 07:49,,
4513,3,9610,6/9/2021 14:25,7/9/2022 15:25,,
4514,3,44924,16/3/2022 11:27,17/3/2023 11:27,,
4517,3,43668,7/9/2021 14:32,8/9/2022 15:32,,
4518,3,44213,16/8/2022 22:07,17/8/2023 22:07,,
4519,3,8562,11/9/2021 19:30,12/9/2022 20:30,,
4520,2,96574,12/9/2021 13:41,15/3/2022 13:41,,
4524,2,8368,17/9/2021 11:54,20/3/2022 11:54,,
4525,2,38686,18/9/2021 10:34,21/3/2022 10:34,,
4532,2,19486,29/9/2021 12:48,1/4/2022 13:48,,
4535,2,73047,3/10/2021 12:16,5/4/2022 13:16,,
4536,3,104761,5/10/2021 14:17,6/10/2022 15:17,,
4541,3,43132,9/10/2021 17:20,10/10/2022 18:20,,
4545,3,105486,12/10/2021 20:02,13/10/2022 21:02,,
4546,3,106076,15/10/2021 12:21,16/10/2022 13:21,,
4547,3,46325,16/10/2021 15:08,17/10/2022 16:08,,
4550,2,82557,21/10/2021 11:44,23/4/2022 12:44,,
4551,2,8245,21/10/2021 11:52,23/4/2022 12:52,,
4552,3,48323,12/12/2021 18:05,13/12/2022 18:05,,
4553,2,9888,21/10/2021 13:42,23/4/2022 14:42,,
4554,3,10940,6/2/2024 13:36,6/2/2025 13:36,,
4557,3,22621,10/11/2021 20:18,11/11/2022 20:18,,
4558,3,86217,21/10/2021 16:11,22/10/2022 17:11,,
4559,2,8670,21/10/2021 16:20,23/4/2022 17:20,,
4560,3,83751,21/10/2021 17:03,22/10/2022 18:03,,
4561,2,20311,21/10/2021 17:04,23/4/2022 18:04,,
4566,3,77236,21/10/2021 18:35,22/10/2022 19:35,,
4568,3,43675,21/10/2021 18:43,22/10/2022 19:43,,
4571,3,13430,25/1/2022 09:13,26/1/2023 09:13,,
